物	281
私	281
神	278
人	272
見	216
彼	188
何	174
戦	168
大	166
怪	154
我	147
士	137
行	135
者	132
奴	126
一	126
出	122
俺	118
中	115
来	113
方	112
知	110
今	103
言	102
女	99
間	98
手	94
殿	90
道	90
全	89
向	88
話	81
地	81
立	80
思	79
無	78
軍	76
旅	75
前	74
生	74
最	72
村	70
上	70
助	69
当	67
事	66
力	65
時	64
入	64
下	64
場	63
獣	62
気	62
命	61
戻	61
日	60
界	60
魔	59
目	59
恐	59
子	58
本	58
自	57
襲	57
探	55
倒	55
長	53
世	53
安	53
山	53
守	52
取	52
止	52
伝	51
死	51
追	51
様	50
王	50
洞	50
代	49
武	49
持	48
要	48
窟	48
君	48
運	48
強	48
身	48
心	47
家	45
通	45
古	45
兵	45
聞	44
危	44
近	43
汝	43
分	43
法	42
悪	42
必	42
不	40
後	40
同	40
会	40
誰	40
器	39
街	39
実	39
失	38
所	38
先	38
求	38
抜	38
農	38
望	38
水	38
偉	37
待	37
以	36
険	35
高	35
砂	34
野	34
小	34
敵	34
違	34
木	33
城	33
英	33
化	33
使	33
民	33
杖	32
団	32
和	32
受	32
信	32
幸	32
真	32
勢	32
僕	32
族	32
破	31
祈	30
謝	30
勇	30
感	30
用	30
残	29
明	29
殺	29
足	29
巫	29
放	29
師	29
現	28
初	28
雄	28
船	28
帰	28
急	27
多	27
秘	27
護	27
導	27
込	26
度	26
他	26
術	26
混	26
動	26
予	26
隊	26
配	25
森	25
巨	25
品	25
姿	25
食	25
礼	25
願	24
漠	24
在	24
聖	24
作	24
天	24
鎌	24
国	24
合	24
突	24
体	24
暗	23
宝	23
報	23
門	23
書	23
類	23
息	23
着	23
馬	23
意	22
過	22
太	22
寄	22
壊	22
理	22
飛	22
騎	22
夜	22
遠	22
邪	22
得	22
墓	22
果	22
救	22
勝	21
撃	21
起	21
数	21
谷	21
解	21
切	21
連	21
頼	21
逃	21
霊	21
備	21
怖	20
打	20
川	20
対	20
引	20
少	20
商	20
名	19
存	19
空	19
開	19
将	19
教	19
側	19
返	19
壁	19
夫	19
滅	19
呪	19
希	19
主	19
考	19
忘	18
東	18
剣	18
業	18
官	18
外	18
治	18
平	18
巻	18
成	18
種	18
噂	18
相	18
渡	18
陽	18
弟	18
変	17
払	17
進	17
災	17
群	17
結	17
続	17
難	17
仕	17
限	17
都	17
辺	17
利	17
復	17
終	17
怒	17
消	17
調	16
呼	16
土	16
光	16
買	16
黒	16
流	16
説	16
宮	16
焼	16
訪	16
売	16
沌	16
帝	16
未	15
部	15
海	15
若	15
精	15
隠	15
暴	15
押	15
阻	14
冷	14
態	14
眠	14
歩	14
送	14
語	14
頃	14
親	14
扉	14
越	14
重	14
決	14
次	14
始	14
病	14
正	14
皆	14
老	14
乱	14
供	13
祷	13
支	13
年	13
増	13
再	13
三	13
際	13
昔	13
盾	13
文	13
住	13
早	13
別	13
儀	13
鎧	13
暮	13
捧	13
素	13
加	13
付	13
式	13
市	13
従	13
遣	13
夢	13
回	13
学	13
賢	12
負	12
福	12
与	12
父	12
二	12
丘	12
祖	12
管	12
眼	12
月	12
美	12
敗	12
悲	12
愚	12
片	12
落	12
迎	12
騒	12
宿	12
金	12
石	12
役	12
乗	12
奇	12
防	12
迷	12
可	11
讐	11
奪	11
降	11
直	11
弓	11
面	11
去	11
問	11
良	11
活	11
反	11
腕	11
沿	11
酷	11
敢	11
抗	11
争	11
保	11
欲	11
内	11
衛	11
源	11
畑	11
荷	11
積	11
記	11
交	11
刻	11
退	11
謎	10
置	10
絶	10
答	10
辿	10
口	10
黄	10
集	10
的	10
番	10
昨	10
捨	10
友	10
収	10
頭	10
猛	10
囲	10
確	10
然	10
丈	10
侵	10
定	10
託	10
盗	10
兄	10
雲	10
離	10
祝	10
橋	10
差	10
構	10
園	10
遂	10
歌	10
略	9
声	9
警	9
刃	9
広	9
庫	9
能	9
既	9
至	9
臓	9
準	9
性	9
原	9
泉	9
元	9
己	9
裂	9
羊	9
踏	9
苦	9
断	9
傷	9
冥	9
途	9
新	9
振	9
想	9
産	9
貧	9
張	9
深	8
半	8
渓	8
告	8
尽	8
牛	8
討	8
悟	8
情	8
頂	8
形	8
折	8
風	8
嘆	8
蛛	8
俑	8
男	8
捕	8
囚	8
晴	8
蜘	8
奥	8
常	8
満	8
包	8
指	8
僅	8
妹	8
魂	8
遙	8
装	8
晩	8
岸	8
詩	8
令	8
鹿	8
娘	8
威	8
仲	8
遺	8
底	8
荒	8
枝	8
遅	8
比	7
万	7
有	7
跡	7
陰	7
働	7
好	7
健	7
路	7
散	7
極	7
槍	7
喜	7
錫	7
皇	7
捜	7
達	7
継	7
旧	7
葉	7
飲	7
図	7
味	7
十	7
触	7
密	7
投	7
権	7
汚	7
音	7
閉	7
愛	7
厄	7
第	7
店	7
飼	7
召	7
骨	7
司	7
志	7
狂	7
領	7
婚	7
整	7
骸	7
妖	7
御	7
陵	7
色	7
歓	6
曲	6
異	6
程	6
封	6
鎖	6
淵	6
千	6
獰	6
南	6
顔	6
制	6
羽	6
宣	6
毒	6
狩	6
矢	6
周	6
柱	6
練	6
財	6
潜	6
機	6
北	6
廃	6
墟	6
到	6
念	6
背	6
覆	6
姉	6
困	6
孫	6
永	6
寺	6
院	6
速	6
館	6
陸	6
泣	6
請	6
扱	6
凶	6
血	6
関	6
攻	6
移	6
営	6
登	6
畜	6
固	6
許	6
浄	6
杯	6
惑	6
沢	6
料	6
率	6
統	6
節	6
穫	6
翡	6
翠	6
火	6
史	6
齊	6
識	6
河	6
憎	6
経	6
位	6
嬉	6
恵	6
棺	6
厳	5
段	5
板	5
避	5
休	5
貌	5
埋	5
遭	5
驚	5
秩	5
称	5
遥	5
為	5
除	5
幽	5
静	5
組	5
母	5
賭	5
葬	5
修	5
納	5
抱	5
企	5
西	5
質	5
害	5
叙	5
因	5
申	5
状	5
務	5
翼	5
臆	5
此	5
倍	5
掃	5
総	5
祭	5
刀	5
建	5
飢	5
豊	5
謁	5
等	5
像	5
薬	5
猪	5
霧	5
題	5
杉	5
恩	5
招	5
視	5
横	5
毎	5
義	5
燕	5
預	5
朝	5
具	5
単	5
駆	5
序	5
授	5
匹	5
蛇	5
層	5
徳	5
町	5
参	5
創	5
贈	5
余	5
就	5
件	5
棲	5
白	5
階	4
脅	4
仰	4
処	4
覚	4
虫	4
疑	4
狙	4
築	4
久	4
伏	4
座	4
占	4
仙	4
鍛	4
承	4
波	4
揃	4
斬	4
援	4
留	4
貸	4
樹	4
孔	4
悦	4
鉄	4
端	4
発	4
根	4
胞	4
怠	4
傅	4
蘇	4
功	4
郎	4
各	4
互	4
況	4
犬	4
悔	4
怯	4
枷	4
氷	4
悩	4
繰	4
筋	4
索	4
察	4
試	4
彷	4
徨	4
庶	4
駄	4
庭	4
暇	4
肩	4
崩	4
客	4
走	4
非	4
示	4
幼	4
妙	4
諸	4
辛	4
蝋	4
沼	4
漁	4
由	4
潔	4
拒	4
議	4
否	4
岩	4
栄	4
宴	4
琴	4
忍	4
焉	4
笑	4
迫	4
盟	4
溢	4
讃	4
闇	4
届	4
操	4
竪	4
雨	4
這	4
楽	4
造	4
約	4
束	4
島	4
猟	3
浴	3
咼	3
猿	3
両	3
案	3
喚	3
転	3
逆	3
嵐	3
徒	3
屈	3
派	3
吹	3
共	3
延	3
只	3
湾	3
誉	3
給	3
圧	3
角	3
工	3
鎮	3
酬	3
善	3
戒	3
牲	3
犠	3
甘	3
寿	3
滴	3
踵	3
噛	3
謀	3
富	3
短	3
敬	3
努	3
裏	3
期	3
景	3
属	3
欠	3
燃	3
懐	3
瞬	3
砕	3
賊	3
叩	3
服	3
尋	3
仇	3
呈	3
妻	3
及	3
穴	3
峠	3
耳	3
接	3
躍	3
挙	3
徊	3
徘	3
喋	3
論	3
割	3
惰	3
寝	3
嘲	3
乞	3
計	3
鳥	3
掟	3
応	3
量	3
花	3
誇	3
首	3
棒	3
介	3
喰	3
旗	3
値	3
里	3
穏	3
境	3
帯	3
玉	3
穢	3
輝	3
刈	3
兜	3
罪	3
験	3
換	3
職	3
居	3
補	3
証	3
輩	3
充	3
線	3
哲	3
影	3
墜	3
爬	3
末	3
牢	3
獄	3
特	3
尾	3
震	3
偵	3
療	3
普	3
唯	3
唱	3
訳	3
判	3
台	3
超	3
拾	3
技	3
蓄	3
叶	3
腐	3
鳴	3
豪	3
効	2
刹	2
貫	2
注	2
均	2
纏	2
激	2
如	2
戴	2
慣	2
維	2
低	2
虐	2
含	2
瘴	2
吐	2
雑	2
跳	2
溶	2
穿	2
冠	2
獲	2
借	2
蔵	2
選	2
是	2
毛	2
惜	2
優	2
憤	2
誤	2
還	2
鍵	2
設	2
赤	2
壮	2
昼	2
甲	2
赴	2
銀	2
獅	2
左	2
笛	2
微	2
播	2
婉	2
省	2
匂	2
棍	2
述	2
錬	2
葦	2
読	2
了	2
秤	2
魅	2
点	2
糧	2
芸	2
亡	2
任	2
責	2
損	2
禽	2
狭	2
適	2
港	2
柄	2
畏	2
般	2
遊	2
牧	2
価	2
酒	2
奉	2
廟	2
闘	2
塔	2
認	2
綱	2
右	2
挫	2
丹	2
冒	2
陳	2
資	2
員	2
快	2
掲	2
掛	2
痛	2
奏	2
粘	2
致	2
忙	2
誓	2
清	2
八	2
卦	2
刑	2
販	2
郷	2
臭	2
慌	2
培	2
草	2
脱	2
康	2
腰	2
裕	2
爾	2
崖	2
易	2
費	2
便	2
傍	2
凄	2
盆	2
賞	2
俗	2
賛	2
談	2
完	2
典	2
肉	2
策	2
興	2
軽	2
縛	2
僧	2
慢	2
屋	2
挑	2
歯	2
双	2
鬼	2
掻	2
劣	2
牙	2
逐	2
褒	2
遡	2
眷	2
却	2
髪	2
譲	2
蛮	2
垂	2
顎	2
裁	2
詫	2
卑	2
緒	2
忌	2
喧	2
帳	2
疲	2
競	2
車	2
桃	2
百	2
俊	2
耕	2
嫁	2
睨	2
貴	2
虚	2
勲	2
級	2
窮	2
哀	2
兆	2
独	2
廻	2
障	2
翌	2
複	2
冶	2
簡	2
染	2
偶	2
誕	2
執	2
浜	2
弱	2
潰	2
癒	2
幾	2
礁	2
覧	2
衡	2
屍	2
伺	2
標	2
抑	2
惚	2
露	2
那	2
雷	2
泡	1
符	1
握	1
府	1
傲	1
辞	1
艦	1
舵	1
澄	1
江	1
蝕	1
壷	1
描	1
饗	1
箱	1
隣	1
罹	1
才	1
減	1
婦	1
齢	1
盛	1
遍	1
譚	1
尊	1
純	1
邁	1
嘩	1
詠	1
鍋	1
製	1
堂	1
委	1
塗	1
公	1
織	1
監	1
熱	1
域	1
辱	1
峙	1
射	1
慮	1
表	1
爪	1
殻	1
躇	1
躊	1
黙	1
錆	1
籠	1
乏	1
粗	1
鋭	1
照	1
驕	1
寵	1
排	1
愉	1
壇	1
宜	1
容	1
宙	1
宇	1
究	1
碩	1
歴	1
推	1
嫌	1
栽	1
煙	1
契	1
冬	1
苛	1
償	1
茶	1
憑	1
邦	1
某	1
季	1
鈍	1
陥	1
晒	1
載	1
額	1
弾	1
跋	1
携	1
扈	1
被	1
雇	1
憚	1
洗	1
拠	1
罰	1
格	1
慰	1
祀	1
銘	1
講	1
坡	1
焦	1
飾	1
珍	1
趣	1
概	1
雪	1
堕	1
祟	1
麓	1
係	1
滝	1
禍	1
仁	1
昆	1
倹	1
湿	1
坊	1
蝿	1
則	1
春	1
桜	1
桁	1
虎	1
垢	1
眉	1
励	1
印	1
克	1
瞑	1
穣	1
抵	1
聴	1
踊	1
叫	1
朗	1
画	1
捉	1
轟	1
麾	1
貰	1
煽	1
床	1
斐	1
筈	1
訊	1
巡	1
喝	1
拝	1
癖	1
緊	1
肌	1
劫	1
裸	1
慨	1
瞥	1
頑	1
朱	1
捌	1
席	1
梁	1
憶	1
靱	1
痕	1
稲	1
免	1
縦	1
覇	1
労	1
隕	1
躯	1
棄	1
胸	1
咆	1
餓	1
哮	1
粉	1
刺	1
詣	1
隅	1
星	1
医	1
毀	1
環	1
審	1
劇	1
恨	1
寓	1
謂	1
済	1
荘	1
昏	1
没	1
協	1
諍	1
炎	1
履	1
鍬	1
恋	1
穀	1
灰	1
禁	1
亀	1
羅	1
腸	1
弦	1
舌	1
咎	1
腹	1
臥	1
鏡	1
戯	1
章	1
添	1
隷	1
啓	1
酸	1
績	1
嘘	1
濡	1
倶	1
舞	1
訓	1
喫	1
航	1
熟	1
蹴	1
慈	1
舟	1
泊	1
浮	1
仮	1
呑	1
昇	1
焚	1
敷	1
丸	1
韻	1
隙	1
育	1
疫	1
猫	1
饉	1
旱	1
魃	1
華	1
貢	1
皮	1
紙	1
筆	1
録	1
習	1
較	1
評	1
涯	1
揮	1
悠	1
妃	1
稽	1
偽	1
字	1
妬	1
房	1
蓋	1
釘	1
叔	1
脈	1
列	1
噪	1
寂	1
憂	1
鬱	1
霞	1
並	1
炙	1
嗅	1
姦	1
佞	1
型	1
抉	1
干	1
輪	1
青	1
象	1
徴	1
楯	1
忠	1
厚	1
誘	1
博	1
貯	1
貪	1
筏	1
故	1
系	1
凱	1
旋	1
遇	1
貿	1
香	1
絹	1
朴	1
湖	1
米	1
洛	1
献	1
伸	1
縮	1
箍	1
譜	1
昧	1
五	1
逸	1
